/home/sjf/eegall/main.py:478: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  use_label = torch.tensor(all_labels[i,:,0],dtype=int)
/home/sjf/eegall/main.py:480: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  use_label = torch.tensor(all_labels[i,:],dtype=int)
/home/sjf/eegall/main.py:125: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  base_val_data = torch.tensor(base_val_data)
/home/sjf/eegall/main.py:126: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  harm_val_data = torch.tensor(harm_val_data)
/home/sjf/eegall/main.py:127: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  val_graph = torch.tensor(val_graph)
/home/sjf/eegall/main.py:128: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  val_labels = torch.tensor(val_labels)
/home/sjf/eegall/main.py:125: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  base_val_data = torch.tensor(base_val_data)
/home/sjf/eegall/main.py:126: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  harm_val_data = torch.tensor(harm_val_data)
/home/sjf/eegall/main.py:127: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  val_graph = torch.tensor(val_graph)
/home/sjf/eegall/main.py:128: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  val_labels = torch.tensor(val_labels)
--------- FACED DATA ---------

*********** ALL Loaded data ***************

base_x: torch.Size([123, 312, 32, 7]), harm_x: torch.Size([123, 312, 32, 7]) all_labels: torch.Size([123, 312]) 
 base_graph: torch.Size([123, 312, 32, 32]) harm_graph: torch.Size([123, 312, 32, 32])

this is with limit version
Uing base graph and base feature for Time Graph part and harm feature for encoding!
******** mix subject_0 ********

[156, 156]
step: 6700, Loss: 0.11505717784166336
step: 6800, Loss: 0.11412917077541351
step: 6900, Loss: 0.11428643763065338
step: 7000, Loss: 0.11305525153875351
step: 7100, Loss: 0.11418819427490234
step: 7200, Loss: 0.11321195960044861
step: 7300, Loss: 0.11355487257242203
step: 7400, Loss: 0.11322943866252899
step: 7500, Loss: 0.11260301619768143
step: 7600, Loss: 0.1140051931142807
step: 7700, Loss: 0.1140734925866127
step: 7800, Loss: 0.11374949663877487
step: 7900, Loss: 0.11360932886600494
step: 8000, Loss: 0.11510307341814041
step: 8100, Loss: 0.11389927566051483
step: 8200, Loss: 0.11387807875871658
step: 8300, Loss: 0.11359386891126633
step: 8400, Loss: 0.11333435773849487
step: 8500, Loss: 0.11349008977413177
step: 8600, Loss: 0.11414498090744019
step: 8700, Loss: 0.11521995812654495
step: 8800, Loss: 0.11320820450782776
step: 8900, Loss: 0.11415506899356842
step: 9000, Loss: 0.11295093595981598
step: 9100, Loss: 0.11316663026809692
step: 9200, Loss: 0.11355967819690704
step: 9300, Loss: 0.11586107313632965
step: 9400, Loss: 0.11322327703237534
step: 9500, Loss: 0.11406542360782623
step: 9600, Loss: 0.11382158100605011
step: 9700, Loss: 0.11556785553693771
step: 9800, Loss: 0.11455871164798737
step: 9900, Loss: 0.11351381987333298
training successfully ended.
validating...
validate data length:32
acc: 0.5625
precision: 0.4375
recall: 0.5833333333333334
F_score: 0.5
******fold 2******

Training... train_data length:280
step: 0, Loss: 0.6810911893844604
step: 100, Loss: 0.12338672578334808
step: 200, Loss: 0.12014862149953842
step: 300, Loss: 0.1163623109459877
step: 400, Loss: 0.11579232662916183
step: 500, Loss: 0.11470481753349304
step: 600, Loss: 0.11493251472711563
step: 700, Loss: 0.11339890956878662
step: 800, Loss: 0.11420989781618118
step: 900, Loss: 0.11405797302722931
step: 1000, Loss: 0.11334347724914551
step: 1100, Loss: 0.1127329170703888
step: 1200, Loss: 0.11439841985702515
step: 1300, Loss: 0.11290617287158966
step: 1400, Loss: 0.1128319501876831
step: 1500, Loss: 0.11332574486732483
step: 1600, Loss: 0.11392930150032043
step: 1700, Loss: 0.11328889429569244
step: 1800, Loss: 0.11394938081502914
step: 1900, Loss: 0.11299820244312286
step: 2000, Loss: 0.11433874070644379
step: 2100, Loss: 0.11242717504501343
step: 2200, Loss: 0.11299946159124374
step: 2300, Loss: 0.11339374631643295
step: 2400, Loss: 0.11356299370527267
step: 2500, Loss: 0.11323367804288864
step: 2600, Loss: 0.11344002187252045
step: 2700, Loss: 0.11443136632442474
step: 2800, Loss: 0.1146831288933754
step: 2900, Loss: 0.115141861140728
step: 3000, Loss: 0.113562673330307
step: 3100, Loss: 0.11322851479053497
step: 3200, Loss: 0.11360255628824234
step: 3300, Loss: 0.11608360707759857
step: 3400, Loss: 0.11436022073030472
step: 3500, Loss: 0.11304128915071487
step: 3600, Loss: 0.11474879831075668
step: 3700, Loss: 0.11400454491376877
step: 3800, Loss: 0.11407816410064697
step: 3900, Loss: 0.11408311128616333
step: 4000, Loss: 0.11377175897359848
step: 4100, Loss: 0.11441890150308609
step: 4200, Loss: 0.11420515179634094
step: 4300, Loss: 0.11514639854431152
step: 4400, Loss: 0.11530542373657227
step: 4500, Loss: 0.11574458330869675
step: 4600, Loss: 0.115170419216156
step: 4700, Loss: 0.11526040732860565
step: 4800, Loss: 0.11431849002838135
step: 4900, Loss: 0.11781475692987442
step: 5000, Loss: 0.11434179544448853
step: 5100, Loss: 0.11459322273731232
step: 5200, Loss: 0.11441203951835632
step: 5300, Loss: 0.11402715742588043
step: 5400, Loss: 0.11652126908302307
step: 5500, Loss: 0.11414226144552231
step: 5600, Loss: 0.11620891094207764
step: 5700, Loss: 1.2705376148223877
step: 5800, Loss: 0.20955891907215118
step: 5900, Loss: 0.14909224212169647
step: 6000, Loss: 0.1379057765007019
step: 6100, Loss: 0.13320207595825195
step: 6200, Loss: 0.12499512732028961
step: 6300, Loss: 0.12640480697155
step: 6400, Loss: 0.12586575746536255
step: 6500, Loss: 0.12385018169879913
step: 6600, Loss: 0.12001602351665497
step: 6700, Loss: 0.12286648154258728
step: 6800, Loss: 0.11758853495121002
step: 6900, Loss: 0.11943421512842178
step: 7000, Loss: 0.11758376657962799
step: 7100, Loss: 0.11588304489850998
step: 7200, Loss: 0.11654474586248398
step: 7300, Loss: 0.11618654429912567
step: 7400, Loss: 0.11559474468231201
step: 7500, Loss: 0.11661592870950699
step: 7600, Loss: 0.11483387649059296
step: 7700, Loss: 0.11509259790182114
step: 7800, Loss: 0.11502046883106232
step: 7900, Loss: 0.11437182873487473
step: 8000, Loss: 0.11596668511629105
step: 8100, Loss: 0.11421222239732742
step: 8200, Loss: 0.11473172158002853
step: 8300, Loss: 0.11482549458742142
step: 8400, Loss: 0.11307642608880997
step: 8500, Loss: 0.11426321417093277
step: 8600, Loss: 0.11471066623926163
step: 8700, Loss: 0.11329372972249985
step: 8800, Loss: 0.11464281380176544
step: 8900, Loss: 0.1133384108543396
step: 9000, Loss: 0.11572745442390442
step: 9100, Loss: 0.11367909610271454
step: 9200, Loss: 0.11415084451436996
step: 9300, Loss: 0.11467298865318298
step: 9400, Loss: 0.11437732726335526
step: 9500, Loss: 0.11578309535980225
step: 9600, Loss: 0.11364156752824783
step: 9700, Loss: 0.11389043182134628
step: 9800, Loss: 0.11552434414625168
--------- DEAP DATA ---------

*********** ALL Loaded data ***************

base_x: torch.Size([32, 760, 40, 7]), harm_x: torch.Size([32, 760, 40, 7]) all_labels: torch.Size([32, 760, 4]) 
 base_graph: torch.Size([32, 760, 40, 40]) harm_graph: torch.Size([32, 760, 40, 40])

this is with limit version
Uing base graph and base feature for Time Graph part and harm feature for encoding!
******** mix subject_0 ********

[380, 380]
******fold 1******

*******Initializing new model*******
Training... train_data length:684
step: 0, Loss: 12.9747314453125
step: 100, Loss: 1.4354908466339111
step: 200, Loss: 0.35227006673812866
step: 300, Loss: 0.39059925079345703
step: 400, Loss: 0.1792203038930893
step: 500, Loss: 0.19107915461063385
step: 600, Loss: 0.15844008326530457
step: 700, Loss: 0.15320438146591187
step: 800, Loss: 0.1454312950372696
step: 900, Loss: 0.13745443522930145
step: 1000, Loss: 0.129627525806427
step: 1100, Loss: 0.13863228261470795
step: 1200, Loss: 0.13534173369407654
step: 1300, Loss: 0.13572444021701813
step: 1400, Loss: 0.13382557034492493
step: 1500, Loss: 0.21979506313800812
step: 1600, Loss: 0.13287730515003204
step: 1700, Loss: 0.129598930478096
step: 1800, Loss: 0.12684816122055054
step: 1900, Loss: 0.12228208780288696
step: 2000, Loss: 0.12184897065162659
step: 2100, Loss: 0.12268573045730591
step: 2200, Loss: 0.13030976057052612
step: 2300, Loss: 0.121649369597435
step: 2400, Loss: 0.12834903597831726
step: 2500, Loss: 0.12624971568584442
step: 2600, Loss: 0.12299810349941254
step: 2700, Loss: 0.12209566682577133
step: 2800, Loss: 0.12052807211875916
step: 2900, Loss: 0.1188836470246315
step: 3000, Loss: 0.12094762176275253
step: 3100, Loss: 0.12207217514514923
step: 3200, Loss: 0.12622791528701782
step: 3300, Loss: 0.1213793084025383
step: 3400, Loss: 0.1940385401248932
step: 3500, Loss: 0.11865349858999252
step: 3600, Loss: 0.11725889146327972
step: 3700, Loss: 0.11533816158771515
step: 3800, Loss: 0.11702664196491241
step: 3900, Loss: 0.1194177195429802
step: 4000, Loss: 0.12009582668542862
step: 4100, Loss: 0.12059164047241211
step: 4200, Loss: 0.14379717409610748
step: 4300, Loss: 1.1629441976547241
step: 4400, Loss: 2.328511953353882
step: 4500, Loss: 0.22977252304553986
step: 4600, Loss: 0.1494094878435135
step: 4700, Loss: 0.1515854001045227
step: 4800, Loss: 0.1479288637638092
step: 4900, Loss: 0.15306977927684784
step: 5000, Loss: 0.15372490882873535
step: 5100, Loss: 0.14167249202728271
step: 5200, Loss: 0.13921061158180237
step: 5300, Loss: 0.23753541707992554
step: 5400, Loss: 0.14501848816871643
step: 5500, Loss: 0.13132129609584808
step: 5600, Loss: 0.13699427247047424
step: 5700, Loss: 0.12553833425045013
step: 5800, Loss: 0.1283709704875946
step: 5900, Loss: 0.12625499069690704
step: 6000, Loss: 0.12783250212669373
step: 6100, Loss: 0.122398242354393
step: 6200, Loss: 0.12252435833215714
step: 6300, Loss: 0.12143436074256897
step: 6400, Loss: 0.12445022165775299
step: 6500, Loss: 0.12177542597055435
step: 6600, Loss: 0.12675325572490692
step: 6700, Loss: 0.11988396942615509
step: 6800, Loss: 0.1209942102432251
step: 6900, Loss: 0.13100454211235046
step: 7000, Loss: 0.12134087085723877
step: 7100, Loss: 0.11661380529403687
step: 7200, Loss: 0.20164094865322113
step: 7300, Loss: 0.1252254694700241
step: 7400, Loss: 0.1237504705786705
step: 7500, Loss: 0.11702986061573029
step: 7600, Loss: 0.12075111269950867
step: 7700, Loss: 0.11695194989442825
step: 7800, Loss: 0.12267808616161346
step: 7900, Loss: 0.11737017333507538
step: 8000, Loss: 0.12036645412445068
step: 8100, Loss: 0.11928721517324448
step: 8200, Loss: 0.11705499142408371
step: 8300, Loss: 0.12164198607206345
step: 8400, Loss: 0.11688873171806335
step: 8500, Loss: 0.1150643602013588
step: 8600, Loss: 0.11475671827793121
step: 8700, Loss: 0.11797120422124863
step: 8800, Loss: 0.11928943544626236
step: 8900, Loss: 0.11640964448451996
step: 9000, Loss: 0.11476302891969681
step: 9100, Loss: 0.1984146535396576
step: 9200, Loss: 0.11520202457904816
step: 9300, Loss: 0.12649022042751312
step: 9400, Loss: 0.11849738657474518
step: 9500, Loss: 0.11939828842878342
step: 9600, Loss: 0.11554235965013504
step: 9700, Loss: 0.11892654001712799
step: 9800, Loss: 0.13076472282409668
step: 9900, Loss: 0.1443224400281906
training successfully ended.
validating...
validate data length:76
acc: 0.8194444444444444
precision: 0.8484848484848485
recall: 0.7777777777777778
F_score: 0.8115942028985507
******fold 2******

Training... train_data length:684
step: 0, Loss: 2.5542757511138916
step: 100, Loss: 0.1361747831106186
step: 200, Loss: 0.13836778700351715
step: 300, Loss: 0.11936528235673904
step: 400, Loss: 0.12016430497169495
step: 500, Loss: 0.11886057257652283
step: 600, Loss: 0.11821022629737854
step: 700, Loss: 0.11785455048084259
step: 800, Loss: 0.11772986501455307
step: 900, Loss: 0.1157546192407608
step: 1000, Loss: 0.11522336304187775
step: 1100, Loss: 0.11433365195989609
step: 1200, Loss: 0.11558151245117188
step: 1300, Loss: 0.11660264432430267
step: 1400, Loss: 0.11375760287046432
step: 1500, Loss: 0.19597046077251434
step: 1600, Loss: 0.11670156568288803
step: 1700, Loss: 0.11399626731872559
step: 1800, Loss: 0.11391571909189224
step: 1900, Loss: 0.11657542735338211
step: 2000, Loss: 0.14152979850769043
step: 2100, Loss: 0.20324665307998657
step: 2200, Loss: 0.416637122631073
step: 2300, Loss: 0.1694764494895935
step: 2400, Loss: 0.1613215208053589
step: 2500, Loss: 0.14840282499790192
step: 2600, Loss: 0.14713844656944275
step: 2700, Loss: 0.13459330797195435
step: 2800, Loss: 0.13177213072776794
step: 2900, Loss: 0.12876513600349426
step: 3000, Loss: 0.12105531990528107
step: 3100, Loss: 0.12284557521343231
step: 3200, Loss: 0.12535840272903442
step: 3300, Loss: 0.12558218836784363
step: 3400, Loss: 0.2177535742521286
step: 3500, Loss: 0.11904637515544891
step: 3600, Loss: 0.12402994930744171
step: 3700, Loss: 0.12122474610805511
step: 3800, Loss: 0.12370534241199493
step: 3900, Loss: 0.12331120669841766
step: 4000, Loss: 0.11845951527357101
step: 4100, Loss: 0.12101438641548157
step: 4200, Loss: 0.11833613365888596
step: 4300, Loss: 0.1213286817073822
step: 4400, Loss: 0.12005986273288727
step: 4500, Loss: 0.11992219090461731
step: 4600, Loss: 0.11868107318878174
step: 4700, Loss: 0.11947479099035263
step: 4800, Loss: 0.11989668756723404
step: 4900, Loss: 0.11626232415437698
step: 5000, Loss: 0.11853517591953278
step: 5100, Loss: 0.12033908814191818
step: 5200, Loss: 0.11563671380281448
step: 5300, Loss: 0.19505402445793152
step: 5400, Loss: 0.11518289148807526
step: 5500, Loss: 0.1177976205945015
step: 5600, Loss: 0.11722684651613235
step: 5700, Loss: 0.11511851847171783
step: 5800, Loss: 0.11858217418193817
step: 5900, Loss: 0.11524761468172073
step: 6000, Loss: 0.11781075596809387
step: 6100, Loss: 0.11859893053770065
step: 6200, Loss: 0.11500412970781326
step: 6300, Loss: 0.1149999275803566
step: 6400, Loss: 0.11598175764083862
step: 6500, Loss: 0.11497265100479126
step: 6600, Loss: 0.11652817577123642
step: 6700, Loss: 0.11647042632102966
step: 6800, Loss: 0.12491142749786377
step: 6900, Loss: 0.11632154881954193
step: 7000, Loss: 0.12316659837961197
step: 7100, Loss: 0.11805517971515656
step: 7200, Loss: 0.19304485619068146
step: 7300, Loss: 0.1167084276676178
step: 7400, Loss: 0.11793593317270279
step: 7500, Loss: 0.11601262539625168
step: 7600, Loss: 0.1187148317694664
step: 7700, Loss: 0.12459980696439743
step: 7800, Loss: 0.115333691239357
step: 7900, Loss: 0.13229215145111084
step: 8000, Loss: 0.11785843223333359
step: 8100, Loss: 0.1318494826555252
step: 8200, Loss: 0.11567626893520355
step: 8300, Loss: 0.12449768930673599
step: 8400, Loss: 0.11803462356328964
step: 8500, Loss: 0.12072810530662537
step: 8600, Loss: 0.11801615357398987
step: 8700, Loss: 0.12256985157728195
step: 8800, Loss: 0.12765172123908997
step: 8900, Loss: 0.12219592928886414
step: 9000, Loss: 2.1178691387176514
step: 9100, Loss: 0.3528457283973694
step: 9200, Loss: 0.14746245741844177
step: 9300, Loss: 0.13628776371479034
step: 9400, Loss: 0.13959702849388123
step: 9500, Loss: 0.13362792134284973
step: 9600, Loss: 0.13268445432186127
step: 9900, Loss: 0.11334235221147537
training successfully ended.
validating...
validate data length:32
acc: 0.65625
precision: 0.6086956521739131
recall: 0.875
F_score: 0.717948717948718
******fold 3******

Training... train_data length:281
step: 0, Loss: 10.611198425292969
step: 100, Loss: 0.12282232195138931
step: 200, Loss: 0.1187862902879715
step: 300, Loss: 0.11618994176387787
step: 400, Loss: 0.11398838460445404
step: 500, Loss: 0.11501553654670715
step: 600, Loss: 0.11548227071762085
step: 700, Loss: 0.11333715170621872
step: 800, Loss: 0.11445450037717819
step: 900, Loss: 0.11313097923994064
step: 1000, Loss: 0.11516617238521576
step: 1100, Loss: 0.11324066668748856
step: 1200, Loss: 0.11453419178724289
step: 1300, Loss: 0.11547709256410599
step: 1400, Loss: 0.11447583138942719
step: 1500, Loss: 0.11464785039424896
step: 1600, Loss: 0.1164301335811615
step: 1700, Loss: 0.11354506015777588
step: 1800, Loss: 0.11375874280929565
step: 1900, Loss: 0.11275007575750351
step: 2000, Loss: 0.11388915032148361
step: 2100, Loss: 0.11563058197498322
step: 2200, Loss: 0.11429695785045624
step: 2300, Loss: 0.1136479303240776
step: 2400, Loss: 0.11318126320838928
step: 2500, Loss: 0.11366676539182663
step: 2600, Loss: 0.11407124996185303
step: 2700, Loss: 0.1148538887500763
step: 2800, Loss: 0.11423832923173904
step: 2900, Loss: 0.11424805223941803
step: 3000, Loss: 0.11370617896318436
step: 3100, Loss: 0.1133938580751419
step: 3200, Loss: 0.11536981165409088
step: 3300, Loss: 0.11560982465744019
step: 3400, Loss: 0.11324083805084229
step: 3500, Loss: 0.1144850105047226
step: 3600, Loss: 0.11315707862377167
step: 3700, Loss: 0.11468016356229782
step: 3800, Loss: 0.1145300567150116
step: 3900, Loss: 0.11582580953836441
step: 4000, Loss: 0.11373132467269897
step: 4100, Loss: 0.11452025175094604
step: 4200, Loss: 0.11350779235363007
step: 4300, Loss: 0.11455953121185303
step: 4400, Loss: 0.11619247496128082
step: 4500, Loss: 0.11397837847471237
step: 4600, Loss: 0.1139983981847763
step: 4700, Loss: 0.11393487453460693
step: 4800, Loss: 0.11384144425392151
step: 4900, Loss: 0.11523178964853287
step: 5000, Loss: 0.11378657072782516
step: 5100, Loss: 0.11368995904922485
step: 5200, Loss: 0.11384311318397522
step: 5300, Loss: 0.11474296450614929
step: 5400, Loss: 0.11602771282196045
step: 5500, Loss: 0.11599726974964142
step: 5600, Loss: 0.11497434973716736
step: 5700, Loss: 0.114158034324646
step: 5800, Loss: 0.11500157415866852
step: 5900, Loss: 0.11581405252218246
step: 6000, Loss: 0.1149052307009697
step: 6100, Loss: 0.11368656903505325
step: 6200, Loss: 0.1166665330529213
step: 6300, Loss: 0.11563676595687866
step: 6400, Loss: 0.11557772755622864
step: 6500, Loss: 0.11689922958612442
step: 6600, Loss: 0.11402680724859238
step: 6700, Loss: 0.11481888592243195
step: 6800, Loss: 0.11676725000143051
step: 6900, Loss: 0.11643259227275848
step: 7000, Loss: 0.11589794605970383
step: 7100, Loss: 0.11457215249538422
step: 7200, Loss: 0.11503668129444122
step: 7300, Loss: 0.11486846953630447
step: 7400, Loss: 0.11351972073316574
step: 7500, Loss: 0.11443284153938293
step: 7600, Loss: 0.11465488374233246
step: 7700, Loss: 0.11526905745267868
step: 7800, Loss: 0.11459743976593018
step: 7900, Loss: 0.11416320502758026
step: 8000, Loss: 0.11571706831455231
step: 8100, Loss: 0.11426486819982529
step: 8200, Loss: 0.11379031836986542
step: 8300, Loss: 0.11590984463691711
step: 8400, Loss: 7.786813259124756
step: 8500, Loss: 0.17477381229400635
step: 8600, Loss: 0.14415068924427032
step: 8700, Loss: 0.13770633935928345
step: 8800, Loss: 0.13777321577072144
step: 8900, Loss: 0.12964271008968353
step: 9000, Loss: 0.12373794615268707
step: 9100, Loss: 0.12566834688186646
step: 9200, Loss: 0.11986123025417328
step: 9300, Loss: 0.12329841405153275
step: 9400, Loss: 0.12013054639101028
step: 9500, Loss: 0.11717615276575089
step: 9600, Loss: 0.11979661881923676
step: 9700, Loss: 0.11880102753639221
step: 9800, Loss: 0.11633243411779404
step: 9900, Loss: 0.1163872480392456
training successfully ended.
validating...
validate data length:31
acc: 0.8333333333333334
precision: 0.7777777777777778
recall: 0.9333333333333333
F_score: 0.8484848484848485
******fold 4******

Training... train_data length:281
step: 0, Loss: 1.688550591468811
step: 100, Loss: 0.1207456886768341
step: 200, Loss: 0.11732436716556549
step: 300, Loss: 0.11420170962810516
step: 400, Loss: 0.11604328453540802
step: 500, Loss: 0.11501919478178024
step: 600, Loss: 0.11435161530971527
step: 700, Loss: 0.11362810432910919
step: 800, Loss: 0.11355510354042053
step: 900, Loss: 0.11565622687339783
step: 1000, Loss: 0.11428992450237274
step: 1100, Loss: 0.11384595930576324
step: 1200, Loss: 0.11337833106517792
step: 1300, Loss: 0.11305233836174011
step: 1400, Loss: 0.11470843106508255
step: 1500, Loss: 0.11311103403568268
step: 1600, Loss: 0.11364329606294632
step: 1700, Loss: 0.11485744267702103
step: 1800, Loss: 0.11469721794128418
step: 1900, Loss: 0.11475878208875656
step: 2000, Loss: 0.11491773277521133
step: 2100, Loss: 0.11448346078395844
step: 2200, Loss: 0.11358753591775894
step: 2300, Loss: 0.11524613946676254
step: 2400, Loss: 0.11402750015258789
step: 2500, Loss: 0.11516772955656052
step: 2600, Loss: 0.1144673153758049
step: 2700, Loss: 0.11329607665538788
step: 2800, Loss: 0.1141224056482315
step: 2900, Loss: 0.11437509208917618
step: 3000, Loss: 0.11422796547412872
step: 3100, Loss: 0.11367800086736679
step: 3200, Loss: 0.11419258266687393
step: 3300, Loss: 0.11334357410669327
step: 3400, Loss: 0.11421923339366913
step: 3500, Loss: 0.11393839120864868
step: 3600, Loss: 0.1150493323802948
step: 3700, Loss: 0.1153765618801117
step: 3800, Loss: 0.11391488462686539
step: 3900, Loss: 0.11419804394245148
